ref:PREF4455665465,Microsoft Surface Pro 8,0,0,1,2-in-1 Laptop/Tablet,product_link,customs_code,778899,,,,,,public_note,private_note,1.5,0.3,0.2,0.3,0.02,0.001,365d,1500,1300,1800,1500,HT,20,2023-11-29,1300
ref:PREF7788994565,Canon EOS-1D X Mark III,0,1,0,Professional DSLR Camera,product_link,customs_code,112233,,,,,,public_note,private_note,3.0,0.16,0.09,0.13,0.01,0.001,365d,6500,6000,7500,6500,HT,20,2023-11-29,6000
ref:PREF990011312,Apple iPad Air (5th Gen),0,0,1,Tablet with M1 Chip,product_link,customs_code,445566,,,,,,public_note,private_note,0.5,0.25,0.2,0.3,0.015,0.0015,365d,700,600,800,700,HT,20,2023-11-29,600
ref:PREF2233449,Samsung QLED Q90A,0,0,0,4K QLED Smart TV,product_link,customs_code,778899,,,,,,public_note,private_note,25.0,1.1,0.6,1.3,0.08,0.01,365d,3000,2500,3500,3000,HT,20,2023-11-29,2500
ref:PREF556677789,Microsoft Xbox Elite Series 2 Controller,0,0,1,Customizable Gaming Controller,product_link,customs_code,990011,,,,,,public_note,private_note,0.35,0.2,0.1,0.2,0.015,0.0015,365d,180,150,220,180,HT,20,2023-11-29,150
ref:PREF88990098,Logitech MX Master 3,0,1,0,Wireless Mouse,product_link,customs_code,223344,,,,,,public_note,private_note,0.14,0.1,0.07,0.1,0.007,0.0007,365d,80,70,100,80,HT,20,2023-11-29,70
ref:PREF11223332,Bose QuietComfort 45,0,0,1,Wireless Noise-Canceling Headphones,product_link,customs_code,556677,,,,,,public_note,private_note,0.25,0.2,0.05,0.2,0.02,0.001,365d,300,250,350,300,HT,20,2023-11-29,250
ref:PREF445566456,DJI Mavic Air 2,0,1,0,Quadcopter Drone,product_link,customs_code,889900,,,,,,public_note,private_note,0.57,0.18,0.14,0.18,0.008,0.0008,365d,850,750,1000,850,HT,20,2023-11-29,750
ref:PREF334455,Sony WH-1000XM4,0,0,1,Wireless Noise-Canceling Headphones,product_link,customs_code,445566,,,,,,public_note,private_note,0.25,0.2,0.05,0.2,0.02,0.001,365d,300,250,350,300,HT,20,2023-11-29,250
ref:PREF77889966,Samsung Galaxy Tab S7,0,0,0,Tablet with S Pen,product_link,customs_code,990011,,,,,,public_note,private_note,0.5,0.25,0.2,0.3,0.015,0.0015,365d,600,500,700,600,HT,20,2023-11-29,500
ref:PREF112233666,Canon EF 24-70mm f/2.8L II USM,0,0,1,Professional Camera Lens,product_link,customs_code,223344,,,,,,public_note,private_note,0.9,0.15,0.1,0.15,0.015,0.0015,365d,1800,1600,2000,1800,HT,20,2023-11-29,1600
ref:PREF44556645,Apple AirPods Pro,0,1,0,Wireless Earbuds,product_link,customs_code,556677,,,,,,public_note,private_note,0.19,0.1,0.03,0.1,0.01,0.0005,365d,250,200,300,250,HT,20,2023-11-29,200
ref:PREF77889920,Microsoft Surface Laptop 4,0,0,1,Ultrabook Laptop,product_link,customs_code,889900,,,,,,public_note,private_note,1.3,0.3,0.2,0.3,0.02,0.001,365d,1300,1100,1600,1300,HT,20,2023-11-29,1100
ref:PREF1122330231,Dell Alienware Aurora R12,0,1,0,Gaming Desktop,product_link,customs_code,112233,,,,,,public_note,private_note,15.0,0.5,0.4,0.6,0.05,0.005,365d,2500,2200,2800,2500,HT,20,2023-11-29,2200
ref:PREF44556600,Logitech G Pro X Mechanical Keyboard,0,0,1,Mechanical Gaming Keyboard,product_link,customs_code,334455,,,,,,public_note,private_note,1.1,0.45,0.15,0.45,0.03,0.002,365d,150,120,180,150,HT,20,2023-11-29,120
ref:PREF7788990,GoPro HERO9 Black,0,1,0,4K Action Camera,product_link,customs_code,556677,,,,,,public_note,private_note,0.28,0.07,0.05,0.07,0.004,0.0003,365d,400,350,500,400,HT,20,2023-11-29,350
ref:PREF112233154,LG Gram 17,0,1,0,Ultra-Light Laptop,product_link,customs_code,223344,,,,,,public_note,private_note,1.35,0.4,0.3,0.4,0.02,0.002,365d,1500,1200,1800,1500,HT,20,2023-11-29,1200
ref:PREF445566123,Anker Soundcore Liberty Air 2 Pro,0,0,1,True Wireless Earbuds,product_link,customs_code,556677,,,,,,public_note,private_note,0.06,0.1,0.03,0.1,0.01,0.0005,365d,100,80,120,100,HT,20,2023-11-29,80
ref:PREF7788993123,Sony A7 III,0,0,0,Mirrorless Camera,product_link,customs_code,778899,,,,,,public_note,private_note,1.0,0.13,0.08,0.12,0.01,0.001,365d,2000,1800,2200,2000,HT,20,2023-11-29,1800
ref:PREF112233474,Razer BlackWidow Elite,0,0,1,Mechanical Gaming Keyboard,product_link,customs_code,223344,,,,,,public_note,private_note,1.5,0.5,0.2,0.5,0.03,0.002,365d,200,180,220,200,HT,20,2023-11-29,180
ref:PREF4455663,HP Spectre x360,0,1,0,2-in-1 Laptop,product_link,customs_code,556677,,,,,,public_note,private_note,1.3,0.3,0.2,0.3,0.02,0.001,365d,1400,1200,1600,1400,HT,20,2023-11-29,1200
ref:PREF77889965,Nintendo Switch OLED Model,0,0,1,Handheld Gaming Console,product_link,customs_code,778899,,,,,,public_note,private_note,0.3,0.2,0.1,0.2,0.015,0.0015,365d,350,300,400,350,HT,20,2023-11-29,300
ref:PREF1122339841,Microsoft Sculpt Ergonomic Desktop,0,1,0,Ergonomic Keyboard and Mouse,product_link,customs_code,223344,,,,,,public_note,private_note,1.8,0.5,0.3,0.5,0.03,0.002,365d,120,100,150,120,HT,20,2023-11-29,100
ref:PREF445566189,Samsung Odyssey G7,0,0,1,Curved Gaming Monitor,product_link,customs_code,556677,,,,,,public_note,private_note,7.0,0.8,0.5,0.8,0.05,0.005,365d,800,700,1000,800,HT,20,2023-11-29,700
ref:PREF778899135,OnePlus 9 Pro,0,0,0,Flagship Smartphone,product_link,customs_code,556677,,,,,,public_note,private_note,0.2,0.15,0.07,0.14,0.01,0.0005,365d,900,800,1000,900,HT,20,2023-11-29,800
ref:PREF112233741,Bose SoundLink Revolve+,0,0,1,Portable Bluetooth Speaker,product_link,customs_code,223344,,,,,,public_note,private_note,1.0,0.2,0.15,0.2,0.03,0.002,365d,250,200,300,250,HT,20,2023-11-29,200
ref:PREF445566852,Huawei MateBook X Pro,0,1,0,Ultra-Thin Laptop,product_link,customs_code,556677,,,,,,public_note,private_note,1.3,0.3,0.2,0.3,0.02,0.001,365d,1300,1100,1600,1300,HT,20,2023-11-29,1100
ref:PREF778899963,Sennheiser HD 660 S,0,0,1,Open-Back Audiophile Headphones,product_link,customs_code,778899,,,,,,public_note,private_note,0.55,0.25,0.1,0.25,0.015,0.0015,365d,500,450,600,500,HT,20,2023-11-29,450
ref:PREF112233951,Dell Alienware m15 R6,0,1,0,Gaming Laptop,product_link,customs_code,223344,,,,,,public_note,private_note,2.5,0.4,0.3,0.4,0.03,0.002,365d,2000,1800,2200,2000,HT,20,2023-11-29,1800
ref:PREF445566753,Fitbit Versa 3,0,0,1,Smartwatch with Fitness Tracking,product_link,customs_code,556677,,,,,,public_note,private_note,0.04,0.15,0.01,0.15,0.005,0.0005,365d,150,120,180,150,HT,20,2023-11-29,120
ref:PREF77889915,Canon EOS M50 Mark II,0,1,0,Mirrorless Camera,product_link,customs_code,778899,,,,,,public_note,private_note,0.55,0.15,0.1,0.15,0.01,0.001,365d,700,600,800,700,HT,20,2023-11-29,600
ref:PREF112233548,Xiaomi Mi Electric Scooter Pro 2,0,0,0,Electric Scooter,product_link,customs_code,223344,,,,,,public_note,private_note,14.2,1.2,0.2,1.0,0.02,0.002,365d,400,350,500,400,HT,20,2023-11-29,350
